Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Passages,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Treatment,create_date,version
SRR1699997,RNA-Seq,51,339978240,PRJNA269761,SAMN03256486,201315441,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802521,GSM1562510,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562510,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1699998,RNA-Seq,51,295316469,PRJNA269761,SAMN03256558,176188354,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802522,GSM1562511,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562511,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1699999,RNA-Seq,51,477200013,PRJNA269761,SAMN03256647,285885325,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802523,GSM1562512,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562512,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1700000,RNA-Seq,51,312363729,PRJNA269761,SAMN03256618,189146957,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX802524,GSM1562513,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562513,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700001,RNA-Seq,51,392014866,PRJNA269761,SAMN03256617,235631322,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802525,GSM1562514,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562514,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700002,RNA-Seq,51,532075707,PRJNA269761,SAMN03256557,319336133,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802526,GSM1562515,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562515,single H1 hESC,SRP050992,not sorted,2014-12-09T16:05:00Z,1
SRR1700003,RNA-Seq,51,425623662,PRJNA269761,SAMN03256512,251735171,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX802527,GSM1562516,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562516,single H1 hESC,SRP050992,not sorted,2014-12-09T16:04:00Z,1
SRR1700004,RNA-Seq,51,347163834,PRJNA269761,SAMN03256566,251173177,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX802528,GSM1562517,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562517,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1700005,RNA-Seq,51,258713208,PRJNA269761,SAMN03256659,195364023,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX802529,GSM1562518,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562518,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700006,RNA-Seq,51,503566248,PRJNA269761,SAMN03256603,341756727,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX802530,GSM1562519,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562519,single H1 hESC,SRP050992,not sorted,2014-12-09T16:04:00Z,1
SRR1700007,RNA-Seq,51,114241938,PRJNA269761,SAMN03256475,87696927,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX802531,GSM1562520,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562520,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700008,RNA-Seq,51,452725929,PRJNA269761,SAMN03256692,313692336,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802532,GSM1562521,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562521,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700009,RNA-Seq,51,261483681,PRJNA269761,SAMN03256608,198059559,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX802533,GSM1562522,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562522,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700010,RNA-Seq,51,561128367,PRJNA269761,SAMN03256599,377624697,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802534,GSM1562523,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562523,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1700011,RNA-Seq,51,143961729,PRJNA269761,SAMN03256644,91124840,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX802535,GSM1562524,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562524,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700012,RNA-Seq,51,39537342,PRJNA269761,SAMN03256626,24370059,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802536,GSM1562525,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562525,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700013,RNA-Seq,51,147293508,PRJNA269761,SAMN03256536,99603904,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802537,GSM1562526,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562526,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700014,RNA-Seq,51,52825035,PRJNA269761,SAMN03256474,36415088,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802538,GSM1562527,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562527,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700015,RNA-Seq,51,334858248,PRJNA269761,SAMN03256575,220316411,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802539,GSM1562528,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562528,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700016,RNA-Seq,51,264627678,PRJNA269761,SAMN03256712,182429702,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX802540,GSM1562529,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562529,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700017,RNA-Seq,51,464397687,PRJNA269761,SAMN03256674,312271899,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802541,GSM1562530,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562530,single H1 hESC,SRP050992,not sorted,2014-12-09T16:04:00Z,1
SRR1700018,RNA-Seq,51,271847442,PRJNA269761,SAMN03256667,201439879,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX802542,GSM1562531,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562531,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700019,RNA-Seq,51,180646998,PRJNA269761,SAMN03256660,122157853,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802543,GSM1562532,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562532,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1700020,RNA-Seq,51,291401250,PRJNA269761,SAMN03256530,182294896,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802544,GSM1562533,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562533,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1700021,RNA-Seq,51,101934414,PRJNA269761,SAMN03256533,61501822,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX802545,GSM1562534,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562534,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1700022,RNA-Seq,51,320874660,PRJNA269761,SAMN03256543,223636236,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802546,GSM1562535,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562535,single H1 hESC,SRP050992,not sorted,2014-12-09T16:04:00Z,1
SRR1700023,RNA-Seq,51,361242486,PRJNA269761,SAMN03256806,236573990,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX802547,GSM1562536,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562536,single H1 hESC,SRP050992,not sorted,2014-12-09T16:04:00Z,1
SRR1700024,RNA-Seq,51,249164274,PRJNA269761,SAMN03256821,175592670,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802548,GSM1562537,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562537,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1700025,RNA-Seq,51,328246812,PRJNA269761,SAMN03256766,197268925,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX802549,GSM1562538,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562538,single H1 hESC,SRP050992,not sorted,2014-12-09T16:04:00Z,1
SRR1700026,RNA-Seq,51,162109008,PRJNA269761,SAMN03256748,97286533,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX802550,GSM1562539,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562539,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1700027,RNA-Seq,51,457699500,PRJNA269761,SAMN03256743,298723630,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802551,GSM1562540,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562540,single H1 hESC,SRP050992,not sorted,2014-12-09T16:05:00Z,1
SRR1700028,RNA-Seq,51,335730603,PRJNA269761,SAMN03256795,200660986,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802552,GSM1562541,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562541,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1700029,RNA-Seq,51,610055625,PRJNA269761,SAMN03256845,395396153,human embryonic stem cells,GEO,public,"""run.zq_fastq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802553,GSM1562542,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562542,single H1 hESC,SRP050992,not sorted,-,-
SRR1700030,RNA-Seq,51,476799867,PRJNA269761,SAMN03256736,318322541,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX802554,GSM1562543,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562543,single H1 hESC,SRP050992,not sorted,2014-12-09T16:05:00Z,1
SRR1700031,RNA-Seq,51,453450078,PRJNA269761,SAMN03256911,274743561,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802555,GSM1562544,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562544,single H1 hESC,SRP050992,not sorted,2014-12-09T16:04:00Z,1
SRR1700032,RNA-Seq,51,258187704,PRJNA269761,SAMN03256871,168575127,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802556,GSM1562545,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562545,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1700033,RNA-Seq,51,277653843,PRJNA269761,SAMN03256920,166907030,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802557,GSM1562546,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562546,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1700034,RNA-Seq,51,360409860,PRJNA269761,SAMN03256759,255555524,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX802558,GSM1562547,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562547,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1700035,RNA-Seq,51,323826744,PRJNA269761,SAMN03256738,221958763,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802559,GSM1562548,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562548,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1700036,RNA-Seq,51,468072492,PRJNA269761,SAMN03256782,295394809,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802560,GSM1562549,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562549,single H1 hESC,SRP050992,not sorted,2014-12-09T16:05:00Z,1
SRR1700037,RNA-Seq,51,270654960,PRJNA269761,SAMN03256796,162922931,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX802561,GSM1562550,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562550,single H1 hESC,SRP050992,not sorted,2014-12-09T16:05:00Z,1
SRR1700038,RNA-Seq,51,87936240,PRJNA269761,SAMN03256778,54638138,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802562,GSM1562551,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562551,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1700039,RNA-Seq,51,637718076,PRJNA269761,SAMN03256876,412138470,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802563,GSM1562552,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562552,single H1 hESC,SRP050992,not sorted,2014-12-09T16:05:00Z,1
SRR1700040,RNA-Seq,51,409943253,PRJNA269761,SAMN03256790,245392405,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX802564,GSM1562553,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562553,single H1 hESC,SRP050992,not sorted,2014-12-09T16:04:00Z,1
SRR1700041,RNA-Seq,51,562584111,PRJNA269761,SAMN03256764,368213107,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802565,GSM1562554,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562554,single H1 hESC,SRP050992,not sorted,2014-12-09T16:05:00Z,1
SRR1700042,RNA-Seq,51,506964837,PRJNA269761,SAMN03256902,306473403,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX802566,GSM1562555,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562555,single H1 hESC,SRP050992,not sorted,2014-12-09T16:05:00Z,1
SRR1700043,RNA-Seq,51,416159541,PRJNA269761,SAMN03256816,252945720,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802567,GSM1562556,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562556,single H1 hESC,SRP050992,not sorted,2014-12-09T16:04:00Z,1
SRR1700044,RNA-Seq,51,294024843,PRJNA269761,SAMN03256728,177422515,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802568,GSM1562557,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562557,single H1 hESC,SRP050992,not sorted,2014-12-09T16:04:00Z,1
SRR1700045,RNA-Seq,51,509109336,PRJNA269761,SAMN03256786,331771231,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802569,GSM1562558,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562558,single H1 hESC,SRP050992,not sorted,2014-12-09T16:06:00Z,1
SRR1700046,RNA-Seq,51,588360072,PRJNA269761,SAMN03256898,366383927,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802570,GSM1562559,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562559,single H1 hESC,SRP050992,not sorted,2014-12-09T16:06:00Z,1
SRR1700047,RNA-Seq,51,671315295,PRJNA269761,SAMN03256849,422894274,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802571,GSM1562560,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562560,single H1 hESC,SRP050992,not sorted,2014-12-09T16:06:00Z,1
SRR1700048,RNA-Seq,51,222331389,PRJNA269761,SAMN03256858,133867395,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX802572,GSM1562561,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562561,single H1 hESC,SRP050992,not sorted,2014-12-09T16:05:00Z,1
SRR1700049,RNA-Seq,51,218648016,PRJNA269761,SAMN03256891,130042640,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802573,GSM1562562,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562562,single H1 hESC,SRP050992,not sorted,2014-12-09T16:05:00Z,1
SRR1700050,RNA-Seq,51,466649337,PRJNA269761,SAMN03256809,300687029,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802574,GSM1562563,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562563,single H1 hESC,SRP050992,not sorted,2014-12-09T16:06:00Z,1
SRR1700051,RNA-Seq,51,339688764,PRJNA269761,SAMN03256916,202215095,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802575,GSM1562564,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562564,single H1 hESC,SRP050992,not sorted,2014-12-09T16:06:00Z,1
SRR1700052,RNA-Seq,51,473598444,PRJNA269761,SAMN03256866,307278444,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802576,GSM1562565,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562565,single H1 hESC,SRP050992,not sorted,2014-12-09T16:08:00Z,1
SRR1700053,RNA-Seq,51,345220734,PRJNA269761,SAMN03256642,224509411,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX802577,GSM1562566,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562566,single H1 hESC,SRP050992,not sorted,2014-12-09T16:04:00Z,1
SRR1700054,RNA-Seq,51,329265996,PRJNA269761,SAMN03256670,199759687,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802578,GSM1562567,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562567,single H1 hESC,SRP050992,not sorted,2014-12-09T16:06:00Z,1
