Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,STRAIN,cross,Tissue
SRR805192,RNA-Seq,46,1102353752,PRJNA195938,SAMN01997301,911758813,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",16-cell stage blastomere,SRX259124,GSM1112509,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112509,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805193,RNA-Seq,46,1051596800,PRJNA195938,SAMN01997302,871495517,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",16-cell stage blastomere,SRX259125,GSM1112510,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112510,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805194,RNA-Seq,46,1142879430,PRJNA195938,SAMN01997303,940449467,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",16-cell stage blastomere,SRX259126,GSM1112511,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112511,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805195,RNA-Seq,46,688537062,PRJNA195938,SAMN01997304,594184390,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",16-cell stage blastomere,SRX259127,GSM1112512,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112512,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805196,RNA-Seq,46,637700024,PRJNA195938,SAMN01997305,554311904,GEO,public,sra,"""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",16-cell stage blastomere,SRX259128,GSM1112513,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112513,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805197,RNA-Seq,46,270487406,PRJNA195938,SAMN01997306,252602348,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",16-cell stage blastomere,SRX259129,GSM1112514,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112514,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805198,RNA-Seq,53,1001784747,PRJNA195938,SAMN01997307,795049207,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",16-cell stage blastomere,SRX259130,GSM1112515,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112515,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805199,RNA-Seq,53,1501138239,PRJNA195938,SAMN01997308,1132589572,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",16-cell stage blastomere,SRX259131,GSM1112516,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112516,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805200,RNA-Seq,53,1014024037,PRJNA195938,SAMN01997309,787915178,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",16-cell stage blastomere,SRX259132,GSM1112517,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112517,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805201,RNA-Seq,53,1252672755,PRJNA195938,SAMN01997310,1107707904,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",16-cell stage blastomere,SRX259133,GSM1112518,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112518,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805202,RNA-Seq,53,1052000604,PRJNA195938,SAMN01997311,823217427,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",16-cell stage blastomere,SRX259134,GSM1112519,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112519,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805203,RNA-Seq,53,992964169,PRJNA195938,SAMN01997312,889056724,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",16-cell stage blastomere,SRX259135,GSM1112520,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112520,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805204,RNA-Seq,53,1003368122,PRJNA195938,SAMN01997313,974060484,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",16-cell stage blastomere,SRX259136,GSM1112521,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112521,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805205,RNA-Seq,53,1438516142,PRJNA195938,SAMN01997314,1096432189,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",16-cell stage blastomere,SRX259137,GSM1112522,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112522,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805206,RNA-Seq,53,1196760882,PRJNA195938,SAMN01997315,925954725,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",16-cell stage blastomere,SRX259138,GSM1112523,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112523,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805207,RNA-Seq,53,1333490388,PRJNA195938,SAMN01997316,1148591525,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",16-cell stage blastomere,SRX259139,GSM1112524,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112524,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805208,RNA-Seq,53,902692661,PRJNA195938,SAMN01997317,810522245,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",16-cell stage blastomere,SRX259140,GSM1112525,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112525,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805209,RNA-Seq,53,1066809758,PRJNA195938,SAMN01997318,1004184116,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",16-cell stage blastomere,SRX259141,GSM1112526,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112526,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805210,RNA-Seq,53,1095253268,PRJNA195938,SAMN01997319,1027965147,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",16-cell stage blastomere,SRX259142,GSM1112527,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112527,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805211,RNA-Seq,46,851263074,PRJNA195938,SAMN01997320,752894933,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",16-cell stage blastomere,SRX259143,GSM1112528,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112528,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805212,RNA-Seq,46,325732072,PRJNA195938,SAMN01997321,305804722,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",16-cell stage blastomere,SRX259144,GSM1112529,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112529,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805213,RNA-Seq,46,929001740,PRJNA195938,SAMN01997322,813866525,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",16-cell stage blastomere,SRX259145,GSM1112530,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112530,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805214,RNA-Seq,46,757977374,PRJNA195938,SAMN01997323,668189615,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",16-cell stage blastomere,SRX259146,GSM1112531,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112531,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805215,RNA-Seq,46,313488344,PRJNA195938,SAMN01997324,296635280,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",16-cell stage blastomere,SRX259147,GSM1112532,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112532,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805216,RNA-Seq,46,865967158,PRJNA195938,SAMN01997325,802040093,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",16-cell stage blastomere,SRX259148,GSM1112533,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112533,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805217,RNA-Seq,46,1053369318,PRJNA195938,SAMN01997326,918129675,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",16-cell stage blastomere,SRX259149,GSM1112534,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112534,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805218,RNA-Seq,46,869394480,PRJNA195938,SAMN01997327,771716649,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",16-cell stage blastomere,SRX259150,GSM1112535,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112535,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805219,RNA-Seq,46,675540222,PRJNA195938,SAMN01997328,611348762,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",16-cell stage blastomere,SRX259151,GSM1112536,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112536,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805220,RNA-Seq,46,376974416,PRJNA195938,SAMN01997329,353407502,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",16-cell stage blastomere,SRX259152,GSM1112537,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112537,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805221,RNA-Seq,46,549823648,PRJNA195938,SAMN01997330,489047411,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",16-cell stage blastomere,SRX259153,GSM1112538,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112538,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805222,RNA-Seq,46,322957720,PRJNA195938,SAMN01997331,306055628,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",16-cell stage blastomere,SRX259154,GSM1112539,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112539,16-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805223,RNA-Seq,53,1438099933,PRJNA195938,SAMN01997332,1181577351,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",4-cell stage blastomere,SRX259155,GSM1112540,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112540,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805224,RNA-Seq,53,1411750612,PRJNA195938,SAMN01997333,1161010789,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",4-cell stage blastomere,SRX259156,GSM1112541,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112541,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805225,RNA-Seq,53,818315972,PRJNA195938,SAMN01997334,639365626,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",4-cell stage blastomere,SRX259157,GSM1112542,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112542,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805226,RNA-Seq,53,762596330,PRJNA195938,SAMN01997335,589926526,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",4-cell stage blastomere,SRX259158,GSM1112543,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112543,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805227,RNA-Seq,53,749802024,PRJNA195938,SAMN01997336,583219883,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",4-cell stage blastomere,SRX259159,GSM1112544,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112544,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805228,RNA-Seq,53,942926975,PRJNA195938,SAMN01997337,733896148,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",4-cell stage blastomere,SRX259160,GSM1112545,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112545,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805229,RNA-Seq,53,1343677041,PRJNA195938,SAMN01997338,1086038921,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",4-cell stage blastomere,SRX259161,GSM1112546,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112546,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805230,RNA-Seq,53,1056995589,PRJNA195938,SAMN01997339,877487380,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",4-cell stage blastomere,SRX259162,GSM1112547,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112547,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805231,RNA-Seq,53,985870331,PRJNA195938,SAMN01997340,823976517,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",4-cell stage blastomere,SRX259163,GSM1112548,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112548,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805232,RNA-Seq,53,1266756392,PRJNA195938,SAMN01997341,1034880434,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",4-cell stage blastomere,SRX259164,GSM1112549,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112549,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805233,RNA-Seq,53,1155185721,PRJNA195938,SAMN01997342,957783096,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",4-cell stage blastomere,SRX259165,GSM1112550,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112550,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805234,RNA-Seq,53,583646706,PRJNA195938,SAMN01997343,520497141,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",4-cell stage blastomere,SRX259166,GSM1112551,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112551,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805235,RNA-Seq,53,960815111,PRJNA195938,SAMN01997344,820317303,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",4-cell stage blastomere,SRX259167,GSM1112552,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112552,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805236,RNA-Seq,53,1090374247,PRJNA195938,SAMN01997345,904228141,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",4-cell stage blastomere,SRX259168,GSM1112553,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112553,4-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805237,RNA-Seq,53,1153716349,PRJNA195938,SAMN01997346,956129955,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",8-cell stage blastomere,SRX259169,GSM1112554,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112554,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805238,RNA-Seq,53,981083901,PRJNA195938,SAMN01997347,827857195,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",8-cell stage blastomere,SRX259170,GSM1112555,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112555,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805239,RNA-Seq,53,753949486,PRJNA195938,SAMN01997348,644917247,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",8-cell stage blastomere,SRX259171,GSM1112556,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112556,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805240,RNA-Seq,53,782016908,PRJNA195938,SAMN01997349,691793088,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",8-cell stage blastomere,SRX259172,GSM1112557,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112557,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805241,RNA-Seq,53,1143642427,PRJNA195938,SAMN01997350,973567390,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",8-cell stage blastomere,SRX259173,GSM1112558,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112558,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805242,RNA-Seq,53,1178178446,PRJNA195938,SAMN01997351,1011444229,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",8-cell stage blastomere,SRX259174,GSM1112559,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112559,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805243,RNA-Seq,53,1088256950,PRJNA195938,SAMN01997352,939442546,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",8-cell stage blastomere,SRX259175,GSM1112560,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112560,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805244,RNA-Seq,46,1010835418,PRJNA195938,SAMN01997353,752265539,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",8-cell stage blastomere,SRX259176,GSM1112561,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112561,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805245,RNA-Seq,46,1012732550,PRJNA195938,SAMN01997354,752341759,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",8-cell stage blastomere,SRX259177,GSM1112562,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112562,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805246,RNA-Seq,46,1218119238,PRJNA195938,SAMN01997355,884721541,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",8-cell stage blastomere,SRX259178,GSM1112563,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112563,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805247,RNA-Seq,46,1162393182,PRJNA195938,SAMN01997356,861668108,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",8-cell stage blastomere,SRX259179,GSM1112564,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112564,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805248,RNA-Seq,46,664150392,PRJNA195938,SAMN01997357,588007351,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",8-cell stage blastomere,SRX259180,GSM1112565,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112565,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
