Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,Experiment,Experiment.1,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,major_cell_type,Organism,Platform,protocol,ReleaseDate,Sample Name,source_name,SRA Study,DATASTORE filetype,DATASTORE provider,DATASTORE region
SRR3638544,RNA-Seq,150,37577100,PRJNA324641,SAMN05211776,18421481,GEO,public,SRX1826376,BTN30,GSM2189178,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189178,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638545,RNA-Seq,150,37512450,PRJNA324641,SAMN05211776,18216540,GEO,public,SRX1826376,BTN30,GSM2189178,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189178,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638546,RNA-Seq,150,37463250,PRJNA324641,SAMN05211776,18363231,GEO,public,SRX1826376,BTN30,GSM2189178,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189178,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638547,RNA-Seq,150,37058400,PRJNA324641,SAMN05211776,18097645,GEO,public,SRX1826376,BTN30,GSM2189178,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189178,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638548,RNA-Seq,150,42447750,PRJNA324641,SAMN05211777,21006920,GEO,public,SRX1826377,BTN30,GSM2189179,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189179,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638549,RNA-Seq,150,43764600,PRJNA324641,SAMN05211777,21519569,GEO,public,SRX1826377,BTN30,GSM2189179,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189179,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638550,RNA-Seq,150,42853200,PRJNA324641,SAMN05211777,21211171,GEO,public,SRX1826377,BTN30,GSM2189179,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189179,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638551,RNA-Seq,150,42363300,PRJNA324641,SAMN05211777,20960246,GEO,public,SRX1826377,BTN30,GSM2189179,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189179,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638552,RNA-Seq,150,56457600,PRJNA324641,SAMN05211778,27802283,GEO,public,SRX1826378,BTN30,GSM2189180,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189180,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638553,RNA-Seq,150,57350100,PRJNA324641,SAMN05211778,28047306,GEO,public,SRX1826378,BTN30,GSM2189180,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189180,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638554,RNA-Seq,150,56522250,PRJNA324641,SAMN05211778,27839007,GEO,public,SRX1826378,BTN30,GSM2189180,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189180,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638555,RNA-Seq,150,56289150,PRJNA324641,SAMN05211778,27670921,GEO,public,SRX1826378,BTN30,GSM2189180,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189180,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638556,RNA-Seq,150,33501000,PRJNA324641,SAMN05211779,16510412,GEO,public,SRX1826379,BTN30,GSM2189181,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189181,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638557,RNA-Seq,150,33863100,PRJNA324641,SAMN05211779,16555513,GEO,public,SRX1826379,BTN30,GSM2189181,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189181,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638558,RNA-Seq,150,33492150,PRJNA324641,SAMN05211779,16503060,GEO,public,SRX1826379,BTN30,GSM2189181,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189181,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638559,RNA-Seq,150,33348300,PRJNA324641,SAMN05211779,16397501,GEO,public,SRX1826379,BTN30,GSM2189181,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189181,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638560,RNA-Seq,150,37578450,PRJNA324641,SAMN05211780,18552486,GEO,public,SRX1826380,BTN30,GSM2189182,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189182,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638561,RNA-Seq,150,37710300,PRJNA324641,SAMN05211780,18475747,GEO,public,SRX1826380,BTN30,GSM2189182,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189182,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638562,RNA-Seq,150,37413450,PRJNA324641,SAMN05211780,18471919,GEO,public,SRX1826380,BTN30,GSM2189182,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189182,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638563,RNA-Seq,150,37222350,PRJNA324641,SAMN05211780,18327588,GEO,public,SRX1826380,BTN30,GSM2189182,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189182,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638564,RNA-Seq,150,46058550,PRJNA324641,SAMN05211781,22538465,GEO,public,SRX1826381,BTN30,GSM2189183,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189183,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638565,RNA-Seq,150,45835650,PRJNA324641,SAMN05211781,22232875,GEO,public,SRX1826381,BTN30,GSM2189183,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189183,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638566,RNA-Seq,150,45870300,PRJNA324641,SAMN05211781,22432094,GEO,public,SRX1826381,BTN30,GSM2189183,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189183,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638567,RNA-Seq,150,45285450,PRJNA324641,SAMN05211781,22073009,GEO,public,SRX1826381,BTN30,GSM2189183,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189183,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638568,RNA-Seq,150,50530050,PRJNA324641,SAMN05211782,25030432,GEO,public,SRX1826382,BTN30,GSM2189184,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189184,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638569,RNA-Seq,150,51043500,PRJNA324641,SAMN05211782,25076475,GEO,public,SRX1826382,BTN30,GSM2189184,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189184,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638570,RNA-Seq,150,50497050,PRJNA324641,SAMN05211782,25002787,GEO,public,SRX1826382,BTN30,GSM2189184,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189184,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638571,RNA-Seq,150,50275350,PRJNA324641,SAMN05211782,24809882,GEO,public,SRX1826382,BTN30,GSM2189184,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189184,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638572,RNA-Seq,150,10543350,PRJNA324641,SAMN05211783,5197216,GEO,public,SRX1826383,BTN30,GSM2189185,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189185,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638573,RNA-Seq,150,10452300,PRJNA324641,SAMN05211783,5111913,GEO,public,SRX1826383,BTN30,GSM2189185,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189185,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638574,RNA-Seq,150,10521300,PRJNA324641,SAMN05211783,5187434,GEO,public,SRX1826383,BTN30,GSM2189185,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189185,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638575,RNA-Seq,150,10307700,PRJNA324641,SAMN05211783,5072447,GEO,public,SRX1826383,BTN30,GSM2189185,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189185,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638576,RNA-Seq,150,40493850,PRJNA324641,SAMN05211784,20158648,GEO,public,SRX1826384,BTN30,GSM2189186,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189186,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638577,RNA-Seq,150,41661450,PRJNA324641,SAMN05211784,20598028,GEO,public,SRX1826384,BTN30,GSM2189186,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189186,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638578,RNA-Seq,150,40824300,PRJNA324641,SAMN05211784,20315575,GEO,public,SRX1826384,BTN30,GSM2189186,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189186,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638579,RNA-Seq,150,40428900,PRJNA324641,SAMN05211784,20103142,GEO,public,SRX1826384,BTN30,GSM2189186,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189186,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638580,RNA-Seq,150,65540100,PRJNA324641,SAMN05211785,32527119,GEO,public,SRX1826385,BTN30,GSM2189187,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189187,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638581,RNA-Seq,150,66553350,PRJNA324641,SAMN05211785,32774681,GEO,public,SRX1826385,BTN30,GSM2189187,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189187,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638582,RNA-Seq,150,65716350,PRJNA324641,SAMN05211785,32610888,GEO,public,SRX1826385,BTN30,GSM2189187,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189187,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638583,RNA-Seq,150,65411400,PRJNA324641,SAMN05211785,32368140,GEO,public,SRX1826385,BTN30,GSM2189187,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189187,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638584,RNA-Seq,150,62652600,PRJNA324641,SAMN05211786,31265286,GEO,public,SRX1826386,BTN30,GSM2189188,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189188,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638585,RNA-Seq,150,62757600,PRJNA324641,SAMN05211786,31028133,GEO,public,SRX1826386,BTN30,GSM2189188,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189188,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638586,RNA-Seq,150,62686800,PRJNA324641,SAMN05211786,31295659,GEO,public,SRX1826386,BTN30,GSM2189188,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189188,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638587,RNA-Seq,150,62162400,PRJNA324641,SAMN05211786,30920938,GEO,public,SRX1826386,BTN30,GSM2189188,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189188,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638588,RNA-Seq,150,61614450,PRJNA324641,SAMN05211787,30522947,GEO,public,SRX1826387,BTN30,GSM2189189,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189189,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638589,RNA-Seq,150,61954350,PRJNA324641,SAMN05211787,30425843,GEO,public,SRX1826387,BTN30,GSM2189189,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189189,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638590,RNA-Seq,150,61890150,PRJNA324641,SAMN05211787,30663661,GEO,public,SRX1826387,BTN30,GSM2189189,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189189,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638591,RNA-Seq,150,61095450,PRJNA324641,SAMN05211787,30196739,GEO,public,SRX1826387,BTN30,GSM2189189,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189189,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638592,RNA-Seq,150,67056900,PRJNA324641,SAMN05211788,33451368,GEO,public,SRX1826388,BTN30,GSM2189190,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189190,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638593,RNA-Seq,150,67567650,PRJNA324641,SAMN05211788,33384179,GEO,public,SRX1826388,BTN30,GSM2189190,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189190,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638594,RNA-Seq,150,67329600,PRJNA324641,SAMN05211788,33582658,GEO,public,SRX1826388,BTN30,GSM2189190,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189190,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638595,RNA-Seq,150,66581700,PRJNA324641,SAMN05211788,33108886,GEO,public,SRX1826388,BTN30,GSM2189190,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189190,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638596,RNA-Seq,150,48265200,PRJNA324641,SAMN05211789,23829931,GEO,public,SRX1826389,BTN30,GSM2189191,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189191,striatum,SRP076212,fastq,s3,s3.us-east-1
SRR3638597,RNA-Seq,150,48377400,PRJNA324641,SAMN05211789,23650842,GEO,public,SRX1826389,BTN30,GSM2189191,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189191,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638598,RNA-Seq,150,48219000,PRJNA324641,SAMN05211789,23816678,GEO,public,SRX1826389,BTN30,GSM2189191,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189191,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638599,RNA-Seq,150,47575350,PRJNA324641,SAMN05211789,23421907,GEO,public,SRX1826389,BTN30,GSM2189191,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189191,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638600,RNA-Seq,150,45440400,PRJNA324641,SAMN05211790,22502031,GEO,public,SRX1826390,BTN30,GSM2189192,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189192,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638601,RNA-Seq,150,45094800,PRJNA324641,SAMN05211790,22135167,GEO,public,SRX1826390,BTN30,GSM2189192,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189192,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638602,RNA-Seq,150,45210150,PRJNA324641,SAMN05211790,22387707,GEO,public,SRX1826390,BTN30,GSM2189192,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189192,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638603,RNA-Seq,150,44876850,PRJNA324641,SAMN05211790,22158577,GEO,public,SRX1826390,BTN30,GSM2189192,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189192,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638604,RNA-Seq,150,61789200,PRJNA324641,SAMN05211791,30403212,GEO,public,SRX1826391,BTN30,GSM2189193,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189193,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638605,RNA-Seq,150,61873500,PRJNA324641,SAMN05211791,30206357,GEO,public,SRX1826391,BTN30,GSM2189193,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189193,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638606,RNA-Seq,150,61531650,PRJNA324641,SAMN05211791,30290964,GEO,public,SRX1826391,BTN30,GSM2189193,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189193,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638607,RNA-Seq,150,61161000,PRJNA324641,SAMN05211791,30030118,GEO,public,SRX1826391,BTN30,GSM2189193,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189193,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638608,RNA-Seq,150,21334200,PRJNA324641,SAMN05211792,10605201,GEO,public,SRX1826392,BTN30,GSM2189194,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189194,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638609,RNA-Seq,150,21230550,PRJNA324641,SAMN05211792,10469639,GEO,public,SRX1826392,BTN30,GSM2189194,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189194,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638610,RNA-Seq,150,21400800,PRJNA324641,SAMN05211792,10637074,GEO,public,SRX1826392,BTN30,GSM2189194,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189194,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638611,RNA-Seq,150,21217500,PRJNA324641,SAMN05211792,10527198,GEO,public,SRX1826392,BTN30,GSM2189194,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189194,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638612,RNA-Seq,150,33275850,PRJNA324641,SAMN05211793,16482676,GEO,public,SRX1826393,BTN30,GSM2189195,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189195,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638613,RNA-Seq,150,32995500,PRJNA324641,SAMN05211793,16203615,GEO,public,SRX1826393,BTN30,GSM2189195,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189195,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638614,RNA-Seq,150,33119550,PRJNA324641,SAMN05211793,16402845,GEO,public,SRX1826393,BTN30,GSM2189195,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189195,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3638615,RNA-Seq,150,33115500,PRJNA324641,SAMN05211793,16355483,GEO,public,SRX1826393,BTN30,GSM2189195,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189195,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638616,RNA-Seq,150,45669600,PRJNA324641,SAMN05211794,22640529,GEO,public,SRX1826394,BTN30,GSM2189196,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189196,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3638617,RNA-Seq,150,46444200,PRJNA324641,SAMN05211794,22849827,GEO,public,SRX1826394,BTN30,GSM2189196,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189196,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
