Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,c1_chip_id,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,experiment_sample_name,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Tissue
SRR1974613,postnatal 37 years,RNA-Seq,150,288459000,PRJNA281204,SAMN03486272,142542349,1772078236,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995931,AB_S11,GSM1657941,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657941,Brain,SRP057196,cortex
SRR1974614,postnatal 37 years,RNA-Seq,150,285456300,PRJNA281204,SAMN03486273,140547849,1772078236,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995932,AB_S11,GSM1657942,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657942,Brain,SRP057196,cortex
SRR1974615,postnatal 37 years,RNA-Seq,150,392266200,PRJNA281204,SAMN03486274,193495783,1772078236,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995933,AB_S11,GSM1657943,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657943,Brain,SRP057196,cortex
SRR1974616,postnatal 37 years,RNA-Seq,150,59987100,PRJNA281204,SAMN03486275,30306724,1772078236,oligodendrocytes,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995934,AB_S11,GSM1657944,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657944,Brain,SRP057196,cortex
SRR1974617,postnatal 37 years,RNA-Seq,150,282754200,PRJNA281204,SAMN03486276,138680553,1772078236,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995935,AB_S11,GSM1657945,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657945,Brain,SRP057196,cortex
SRR1974618,postnatal 37 years,RNA-Seq,150,439743450,PRJNA281204,SAMN03486277,217168985,1772078236,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995936,AB_S11,GSM1657946,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657946,Brain,SRP057196,cortex
SRR1974619,postnatal 37 years,RNA-Seq,150,398068650,PRJNA281204,SAMN03486278,194788312,1772078236,hybrid,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995937,AB_S11,GSM1657947,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657947,Brain,SRP057196,cortex
SRR1974620,postnatal 37 years,RNA-Seq,150,392285100,PRJNA281204,SAMN03486279,192669639,1772078236,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995938,AB_S11,GSM1657948,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657948,Brain,SRP057196,cortex
SRR1974621,postnatal 37 years,RNA-Seq,150,142997100,PRJNA281204,SAMN03486280,70431582,1772078236,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995939,AB_S11,GSM1657949,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657949,Brain,SRP057196,cortex
SRR1974622,postnatal 37 years,RNA-Seq,150,384919350,PRJNA281204,SAMN03486281,188572876,1772078236,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995940,AB_S11,GSM1657950,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657950,Brain,SRP057196,cortex
SRR1974623,postnatal 37 years,RNA-Seq,150,410328600,PRJNA281204,SAMN03486282,201028764,1772078236,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995941,AB_S11,GSM1657951,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657951,Brain,SRP057196,cortex
SRR1974624,postnatal 37 years,RNA-Seq,150,544076400,PRJNA281204,SAMN03486283,265858180,1772078236,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995942,AB_S11,GSM1657952,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657952,Brain,SRP057196,cortex
SRR1974625,postnatal 37 years,RNA-Seq,150,254098050,PRJNA281204,SAMN03486284,124969642,1772078236,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995943,AB_S11,GSM1657953,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657953,Brain,SRP057196,cortex
SRR1974626,postnatal 37 years,RNA-Seq,150,380101950,PRJNA281204,SAMN03486285,186620659,1772078236,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995944,AB_S11,GSM1657954,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657954,Brain,SRP057196,cortex
SRR1974627,postnatal 37 years,RNA-Seq,150,493007550,PRJNA281204,SAMN03486286,241036010,1772078236,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995945,AB_S11,GSM1657955,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657955,Brain,SRP057196,cortex
SRR1974628,postnatal 37 years,RNA-Seq,150,482076600,PRJNA281204,SAMN03486287,236209838,1772078236,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995946,AB_S11,GSM1657956,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657956,Brain,SRP057196,cortex
SRR1974629,postnatal 37 years,RNA-Seq,150,426971850,PRJNA281204,SAMN03486288,210043739,1772078236,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995947,AB_S11,GSM1657957,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657957,Brain,SRP057196,cortex
SRR1974630,postnatal 37 years,RNA-Seq,150,500963250,PRJNA281204,SAMN03486289,244759601,1772078236,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995948,AB_S11,GSM1657958,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657958,Brain,SRP057196,cortex
SRR1974631,postnatal 37 years,RNA-Seq,150,436156500,PRJNA281204,SAMN03486290,214816429,1772078236,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995949,AB_S11,GSM1657959,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657959,Brain,SRP057196,cortex
SRR1974632,postnatal 37 years,RNA-Seq,150,509225250,PRJNA281204,SAMN03486291,250145826,1772078236,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995950,AB_S11,GSM1657960,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657960,Brain,SRP057196,cortex
SRR1974633,postnatal 37 years,RNA-Seq,150,466096050,PRJNA281204,SAMN03486292,228320083,1772078236,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995951,AB_S11,GSM1657961,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657961,Brain,SRP057196,cortex
SRR1974634,postnatal 37 years,RNA-Seq,150,382037850,PRJNA281204,SAMN03486293,187892618,1772078236,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995952,AB_S11,GSM1657962,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657962,Brain,SRP057196,cortex
SRR1974635,postnatal 37 years,RNA-Seq,150,454718700,PRJNA281204,SAMN03486294,226960375,1772078237,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995953,AB_S11,GSM1657963,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657963,Brain,SRP057196,cortex
SRR1974636,postnatal 37 years,RNA-Seq,150,670738950,PRJNA281204,SAMN03486295,328611266,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995954,AB_S11,GSM1657964,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657964,Brain,SRP057196,cortex
SRR1974637,postnatal 37 years,RNA-Seq,150,637294200,PRJNA281204,SAMN03486236,311980326,1772078237,astrocytes,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995955,AB_S11,GSM1657965,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657965,Brain,SRP057196,cortex
SRR1974638,postnatal 37 years,RNA-Seq,150,544348950,PRJNA281204,SAMN03486237,267141553,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995956,AB_S11,GSM1657966,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657966,Brain,SRP057196,cortex
SRR1974639,postnatal 37 years,RNA-Seq,150,604298550,PRJNA281204,SAMN03486238,295000203,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995957,AB_S11,GSM1657967,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657967,Brain,SRP057196,cortex
SRR1974640,postnatal 37 years,RNA-Seq,150,802275300,PRJNA281204,SAMN03486239,393273616,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995958,AB_S11,GSM1657968,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657968,Brain,SRP057196,cortex
SRR1974641,postnatal 37 years,RNA-Seq,150,748110900,PRJNA281204,SAMN03486240,366530419,1772078237,astrocytes,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995959,AB_S11,GSM1657969,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657969,Brain,SRP057196,cortex
SRR1974642,postnatal 37 years,RNA-Seq,150,601657200,PRJNA281204,SAMN03486241,298990351,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995960,AB_S11,GSM1657970,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657970,Brain,SRP057196,cortex
SRR1974643,postnatal 37 years,RNA-Seq,150,908075850,PRJNA281204,SAMN03486242,449524372,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995961,AB_S11,GSM1657971,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657971,Brain,SRP057196,cortex
SRR1974644,postnatal 37 years,RNA-Seq,150,604156650,PRJNA281204,SAMN03486243,300351057,1772078237,endothelial,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995962,AB_S11,GSM1657972,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657972,Brain,SRP057196,cortex
SRR1974645,postnatal 37 years,RNA-Seq,150,641832300,PRJNA281204,SAMN03486244,319700615,1772078237,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995963,AB_S11,GSM1657973,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657973,Brain,SRP057196,cortex
SRR1974646,postnatal 37 years,RNA-Seq,150,744444750,PRJNA281204,SAMN03486245,368445077,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995964,AB_S11,GSM1657974,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657974,Brain,SRP057196,cortex
SRR1974647,postnatal 37 years,RNA-Seq,150,640137900,PRJNA281204,SAMN03486246,315065423,1772078237,astrocytes,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995965,AB_S11,GSM1657975,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657975,Brain,SRP057196,cortex
SRR1974648,postnatal 37 years,RNA-Seq,150,362085900,PRJNA281204,SAMN03486247,177184791,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995966,AB_S11,GSM1657976,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657976,Brain,SRP057196,cortex
SRR1974649,postnatal 37 years,RNA-Seq,150,693929100,PRJNA281204,SAMN03486248,340291451,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995967,AB_S11,GSM1657977,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657977,Brain,SRP057196,cortex
SRR1974650,postnatal 37 years,RNA-Seq,150,463879800,PRJNA281204,SAMN03486249,229454248,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995968,AB_S11,GSM1657978,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657978,Brain,SRP057196,cortex
SRR1974651,postnatal 37 years,RNA-Seq,150,562507350,PRJNA281204,SAMN03486250,279829183,1772078237,astrocytes,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995969,AB_S11,GSM1657979,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657979,Brain,SRP057196,cortex
SRR1974652,postnatal 37 years,RNA-Seq,150,564373500,PRJNA281204,SAMN03486251,276568460,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995970,AB_S11,GSM1657980,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657980,Brain,SRP057196,cortex
SRR1974653,postnatal 37 years,RNA-Seq,150,556845000,PRJNA281204,SAMN03486252,277324944,1772078237,astrocytes,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995971,AB_S11,GSM1657981,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657981,Brain,SRP057196,cortex
SRR1974654,postnatal 37 years,RNA-Seq,150,606133500,PRJNA281204,SAMN03486253,297529262,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995972,AB_S11,GSM1657982,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657982,Brain,SRP057196,cortex
SRR1974655,postnatal 37 years,RNA-Seq,150,494474700,PRJNA281204,SAMN03486254,246124978,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995973,AB_S11,GSM1657983,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657983,Brain,SRP057196,cortex
SRR1974656,postnatal 37 years,RNA-Seq,150,465343950,PRJNA281204,SAMN03486255,226987137,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995974,AB_S11,GSM1657984,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657984,Brain,SRP057196,cortex
SRR1974657,postnatal 37 years,RNA-Seq,150,636777000,PRJNA281204,SAMN03486256,313568565,1772078237,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995975,AB_S11,GSM1657985,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657985,Brain,SRP057196,cortex
SRR1974658,postnatal 37 years,RNA-Seq,150,612987150,PRJNA281204,SAMN03486257,305630962,1772078237,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995976,AB_S11,GSM1657986,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657986,Brain,SRP057196,cortex
SRR1974659,postnatal 37 years,RNA-Seq,150,592670250,PRJNA281204,SAMN03486258,291423595,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995977,AB_S11,GSM1657987,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657987,Brain,SRP057196,cortex
SRR1974660,postnatal 37 years,RNA-Seq,150,580417200,PRJNA281204,SAMN03486259,286104351,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995978,AB_S11,GSM1657988,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657988,Brain,SRP057196,cortex
SRR1974661,postnatal 37 years,RNA-Seq,150,586386900,PRJNA281204,SAMN03486260,287586923,1772078237,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995979,AB_S11,GSM1657989,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657989,Brain,SRP057196,cortex
SRR1974662,postnatal 37 years,RNA-Seq,150,530401800,PRJNA281204,SAMN03486261,263340417,1772078237,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995980,AB_S11,GSM1657990,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657990,Brain,SRP057196,cortex
SRR1974663,postnatal 37 years,RNA-Seq,150,472610100,PRJNA281204,SAMN03486262,231617765,1772078237,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995981,AB_S11,GSM1657991,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657991,Brain,SRP057196,cortex
SRR1974664,postnatal 47 years,RNA-Seq,202,401406320,PRJNA281204,SAMN03486263,279889518,nochipID12,astrocytes,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995982,AB_S1,GSM1657992,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657992,Brain,SRP057196,cortex
SRR1974665,postnatal 47 years,RNA-Seq,202,490617196,PRJNA281204,SAMN03486264,342870607,nochipID12,endothelial,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995983,AB_S1,GSM1657993,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657993,Brain,SRP057196,cortex
SRR1974666,postnatal 47 years,RNA-Seq,202,451039740,PRJNA281204,SAMN03486265,316107118,nochipID12,microglia,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995984,AB_S1,GSM1657994,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657994,Brain,SRP057196,cortex
SRR1974667,postnatal 47 years,RNA-Seq,202,423474012,PRJNA281204,SAMN03486206,297165705,nochipID12,endothelial,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995985,AB_S1,GSM1657995,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657995,Brain,SRP057196,cortex
SRR1974668,postnatal 47 years,RNA-Seq,202,342315664,PRJNA281204,SAMN03486207,239886687,nochipID12,microglia,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995986,AB_S1,GSM1657996,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657996,Brain,SRP057196,cortex
SRR1974669,postnatal 63 years,RNA-Seq,202,217549354,PRJNA281204,SAMN03486208,153078713,nochipID14,microglia,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995987,AB_S2,GSM1657997,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657997,Brain,SRP057196,cortex
SRR1974670,postnatal 63 years,RNA-Seq,202,394993224,PRJNA281204,SAMN03486209,275530705,nochipID14,astrocytes,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995988,AB_S2,GSM1657998,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657998,Brain,SRP057196,cortex
SRR1974671,postnatal 63 years,RNA-Seq,202,453115694,PRJNA281204,SAMN03486210,318914738,nochipID14,microglia,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995989,AB_S2,GSM1657999,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1657999,Brain,SRP057196,cortex
SRR1974672,postnatal 63 years,RNA-Seq,202,357847242,PRJNA281204,SAMN03486211,248982097,nochipID14,astrocytes,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995990,AB_S2,GSM1658000,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1658000,Brain,SRP057196,cortex
SRR1974673,postnatal 63 years,RNA-Seq,202,393761226,PRJNA281204,SAMN03486212,276244147,nochipID14,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995991,AB_S2,GSM1658001,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1658001,Brain,SRP057196,cortex
SRR1974674,postnatal 22 years,RNA-Seq,202,624384424,PRJNA281204,SAMN03486213,436566933,nochipID15,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995992,AB_S3,GSM1658002,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1658002,Brain,SRP057196,cortex
SRR1974675,postnatal 22 years,RNA-Seq,202,435107798,PRJNA281204,SAMN03486214,304917985,nochipID15,fetal_quiescent,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995993,AB_S3,GSM1658003,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1658003,Brain,SRP057196,cortex
SRR1974676,postnatal 22 years,RNA-Seq,202,476416798,PRJNA281204,SAMN03486215,334586404,nochipID15,endothelial,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995994,AB_S3,GSM1658004,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1658004,Brain,SRP057196,cortex
SRR1974677,postnatal 22 years,RNA-Seq,202,357817952,PRJNA281204,SAMN03486216,252280164,nochipID15,neurons,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995995,AB_S3,GSM1658005,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1658005,Brain,SRP057196,cortex
SRR1974678,postnatal 50 years,RNA-Seq,302,1826391508,PRJNA281204,SAMN03486217,919275332,nochipID2,astrocytes,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995996,AB_S4,GSM1658006,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1658006,Brain,SRP057196,cortex
SRR1974679,postnatal 50 years,RNA-Seq,302,1658795400,PRJNA281204,SAMN03486218,831473302,nochipID2,astrocytes,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX995997,AB_S4,GSM1658007,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1658007,Brain,SRP057196,cortex
SRR1974680,postnatal 50 years,RNA-Seq,302,1208031106,PRJNA281204,SAMN03486219,610964944,nochipID2,hybrid,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995998,AB_S4,GSM1658008,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1658008,Brain,SRP057196,cortex
SRR1974681,postnatal 50 years,RNA-Seq,302,1907921240,PRJNA281204,SAMN03486220,948448278,nochipID2,neurons,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX995999,AB_S4,GSM1658009,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1658009,Brain,SRP057196,cortex
SRR1974682,postnatal 50 years,RNA-Seq,302,1699940786,PRJNA281204,SAMN03486221,855116550,nochipID2,astrocytes,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX996000,AB_S4,GSM1658010,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1658010,Brain,SRP057196,cortex
SRR1974683,postnatal 50 years,RNA-Seq,302,1971446638,PRJNA281204,SAMN03486222,993345570,nochipID2,hybrid,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX996001,AB_S4,GSM1658011,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-05-20T00:00:00Z,GSM1658011,Brain,SRP057196,cortex
