Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type_or_stage,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,create_date,version
SRR3555413,RNA-Seq,192,486896448,PRJNA322308,SAMN05151224,373380840,Hepatic endoderm 1,GEO,public,"""sra_fastq_run.zq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782207,GSM2170605,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170605,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555414,RNA-Seq,192,529941888,PRJNA322308,SAMN05151225,412088035,Hepatic endoderm 1,GEO,public,"""sra_fastq_run.zq""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782208,GSM2170606,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170606,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555415,RNA-Seq,192,422270976,PRJNA322308,SAMN05151226,331947714,Hepatic endoderm 1,GEO,public,"""fastq_run.zq_sra""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782209,GSM2170607,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170607,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555416,RNA-Seq,192,383441856,PRJNA322308,SAMN05151227,295912408,Hepatic endoderm 1,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782210,GSM2170608,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170608,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555417,RNA-Seq,192,376647744,PRJNA322308,SAMN05151228,292280607,Hepatic endoderm 1,GEO,public,"""fastq_run.zq_sra""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782211,GSM2170609,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170609,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555418,RNA-Seq,192,489805824,PRJNA322308,SAMN05151229,378130205,Hepatic endoderm 1,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782212,GSM2170610,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170610,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555419,RNA-Seq,192,470761920,PRJNA322308,SAMN05151230,361479861,Hepatic endoderm 1,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782213,GSM2170611,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170611,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555420,RNA-Seq,192,395814144,PRJNA322308,SAMN05151231,312418462,Hepatic endoderm 1,GEO,public,"""fastq_run.zq_sra""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782214,GSM2170612,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170612,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555421,RNA-Seq,192,342757824,PRJNA322308,SAMN05151369,272621327,Hepatic endoderm 1,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782215,GSM2170613,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170613,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555422,RNA-Seq,192,276506304,PRJNA322308,SAMN05151370,221123618,Hepatic endoderm 1,GEO,public,"""fastq_sra_run.zq""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782216,GSM2170614,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170614,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555423,RNA-Seq,192,292540224,PRJNA322308,SAMN05151371,232537861,Hepatic endoderm 1,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782217,GSM2170615,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170615,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555424,RNA-Seq,192,413529984,PRJNA322308,SAMN05151372,322919212,Hepatic endoderm 1,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782218,GSM2170616,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170616,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555425,RNA-Seq,192,408298560,PRJNA322308,SAMN05151373,317015318,Hepatic endoderm 1,GEO,public,"""sra_run.zq_fastq""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782219,GSM2170617,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170617,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555426,RNA-Seq,192,450120768,PRJNA322308,SAMN05151374,356595157,Hepatic endoderm 1,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782220,GSM2170618,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170618,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555427,RNA-Seq,192,420366912,PRJNA322308,SAMN05151375,334736989,Hepatic endoderm 1,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782221,GSM2170619,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170619,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555428,RNA-Seq,192,306720960,PRJNA322308,SAMN05151376,246161102,Hepatic endoderm 1,GEO,public,"""sra_run.zq_fastq""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782222,GSM2170620,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170620,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555429,RNA-Seq,192,322385088,PRJNA322308,SAMN05151377,257251427,Hepatic endoderm 1,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782223,GSM2170621,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170621,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555430,RNA-Seq,192,373510656,PRJNA322308,SAMN05151378,293020096,Hepatic endoderm 1,GEO,public,"""run.zq_fastq_sra""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782224,GSM2170622,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170622,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555431,RNA-Seq,192,487855104,PRJNA322308,SAMN05151379,381003484,Hepatic endoderm 1,GEO,public,"""fastq_run.zq_sra""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782225,GSM2170623,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170623,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555432,RNA-Seq,192,537751488,PRJNA322308,SAMN05151380,417053802,Hepatic endoderm 1,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782226,GSM2170624,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170624,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555433,RNA-Seq,192,403265280,PRJNA322308,SAMN05151381,315062836,Hepatic endoderm 1,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782227,GSM2170625,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170625,iPSC line TkDA3-4,SRP075475,2016-05-20T14:24:00Z,1
SRR3555434,RNA-Seq,192,477958080,PRJNA322308,SAMN05151382,370600239,Hepatic endoderm 1,GEO,public,"""fastq_run.zq_sra""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782228,GSM2170626,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170626,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555435,RNA-Seq,192,594928512,PRJNA322308,SAMN05151383,459626608,Hepatic endoderm 1,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782229,GSM2170627,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170627,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555436,RNA-Seq,192,375395712,PRJNA322308,SAMN05151384,299781984,Hepatic endoderm 1,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782230,GSM2170628,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170628,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555437,RNA-Seq,192,363585984,PRJNA322308,SAMN05151385,289562939,Hepatic endoderm 1,GEO,public,"""fastq_run.zq_sra""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782231,GSM2170629,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170629,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555438,RNA-Seq,192,350426688,PRJNA322308,SAMN05151386,277320079,Hepatic endoderm 1,GEO,public,"""run.zq_sra_fastq""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782232,GSM2170630,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170630,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555439,RNA-Seq,192,444073536,PRJNA322308,SAMN05151387,347757627,Hepatic endoderm 1,GEO,public,"""run.zq_sra_fastq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782233,GSM2170631,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170631,iPSC line TkDA3-4,SRP075475,2016-05-20T14:24:00Z,1
SRR3555440,RNA-Seq,192,311130240,PRJNA322308,SAMN05151388,250729756,Hepatic endoderm 1,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782234,GSM2170632,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170632,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555441,RNA-Seq,192,181469760,PRJNA322308,SAMN05151389,146664658,Hepatic endoderm 1,GEO,public,"""sra_run.zq_fastq""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782235,GSM2170633,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170633,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555442,RNA-Seq,192,254111232,PRJNA322308,SAMN05151390,206221250,Hepatic endoderm 1,GEO,public,"""run.zq_sra_fastq""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782236,GSM2170634,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170634,iPSC line TkDA3-4,SRP075475,2016-05-20T14:22:00Z,1
SRR3555443,RNA-Seq,192,274777536,PRJNA322308,SAMN05151391,221378198,Hepatic endoderm 1,GEO,public,"""run.zq_sra_fastq""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782237,GSM2170635,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170635,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555444,RNA-Seq,192,283080192,PRJNA322308,SAMN05151392,226162637,Hepatic endoderm 1,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782238,GSM2170636,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170636,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555445,RNA-Seq,192,345779904,PRJNA322308,SAMN05151393,277162003,Hepatic endoderm 1,GEO,public,"""run.zq_fastq_sra""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782239,GSM2170637,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170637,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555446,RNA-Seq,192,355212480,PRJNA322308,SAMN05151394,283703140,Hepatic endoderm 1,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782240,GSM2170638,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170638,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555447,RNA-Seq,192,300708288,PRJNA322308,SAMN05151395,241377538,Hepatic endoderm 1,GEO,public,"""sra_run.zq_fastq""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782241,GSM2170639,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170639,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555448,RNA-Seq,192,362868288,PRJNA322308,SAMN05151396,289383415,Hepatic endoderm 1,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782242,GSM2170640,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170640,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555449,RNA-Seq,200,376881000,PRJNA322308,SAMN05151397,317085763,Hepatic endoderm 2,GEO,public,"""fastq_run.zq_sra""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782243,GSM2170641,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170641,iPSC line TkDA3-4,SRP075475,2016-05-20T14:24:00Z,1
SRR3555450,RNA-Seq,200,416982200,PRJNA322308,SAMN05151398,350379531,Hepatic endoderm 2,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782244,GSM2170642,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170642,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555451,RNA-Seq,200,300105400,PRJNA322308,SAMN05151339,252185817,Hepatic endoderm 2,GEO,public,"""fastq_run.zq_sra""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782245,GSM2170643,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170643,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555452,RNA-Seq,200,375716000,PRJNA322308,SAMN05151340,316909384,Hepatic endoderm 2,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782246,GSM2170644,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170644,iPSC line TkDA3-4,SRP075475,2016-05-20T14:24:00Z,1
SRR3555453,RNA-Seq,200,511465000,PRJNA322308,SAMN05151341,427284166,Hepatic endoderm 2,GEO,public,"""sra_fastq_run.zq""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782247,GSM2170645,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170645,iPSC line TkDA3-4,SRP075475,2016-05-20T14:24:00Z,1
SRR3555454,RNA-Seq,200,560775800,PRJNA322308,SAMN05151346,469460478,Hepatic endoderm 2,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782248,GSM2170646,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170646,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555455,RNA-Seq,200,503329800,PRJNA322308,SAMN05151347,419939934,Hepatic endoderm 2,GEO,public,"""sra_fastq_run.zq""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782249,GSM2170647,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170647,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555456,RNA-Seq,200,625089800,PRJNA322308,SAMN05151342,514322724,Hepatic endoderm 2,GEO,public,"""fastq_run.zq_sra""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782250,GSM2170648,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170648,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555457,RNA-Seq,200,535608600,PRJNA322308,SAMN05151343,447244441,Hepatic endoderm 2,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782251,GSM2170649,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170649,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555458,RNA-Seq,200,539893800,PRJNA322308,SAMN05151344,448355048,Hepatic endoderm 2,GEO,public,"""run.zq_sra_fastq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782252,GSM2170650,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170650,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555459,RNA-Seq,200,579025800,PRJNA322308,SAMN05151345,484632220,Hepatic endoderm 2,GEO,public,"""fastq_run.zq_sra""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782253,GSM2170651,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170651,iPSC line TkDA3-4,SRP075475,2016-05-20T14:24:00Z,1
SRR3555460,RNA-Seq,200,415224200,PRJNA322308,SAMN05151348,347147350,Hepatic endoderm 2,GEO,public,"""fastq_sra_run.zq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782254,GSM2170652,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170652,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555461,RNA-Seq,200,464185400,PRJNA322308,SAMN05151349,387260125,Hepatic endoderm 2,GEO,public,"""sra_run.zq_fastq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782255,GSM2170653,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170653,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555462,RNA-Seq,200,429965200,PRJNA322308,SAMN05151350,358013073,Hepatic endoderm 2,GEO,public,"""fastq_sra_run.zq""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782256,GSM2170654,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170654,iPSC line TkDA3-4,SRP075475,2016-05-20T14:24:00Z,1
SRR3555463,RNA-Seq,200,497251000,PRJNA322308,SAMN05151351,415176074,Hepatic endoderm 2,GEO,public,"""run.zq_sra_fastq""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782257,GSM2170655,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170655,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555464,RNA-Seq,200,670997000,PRJNA322308,SAMN05151352,555747393,Hepatic endoderm 2,GEO,public,"""run.zq_fastq_sra""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782258,GSM2170656,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170656,iPSC line TkDA3-4,SRP075475,2016-05-20T14:24:00Z,1
SRR3555465,RNA-Seq,200,421744600,PRJNA322308,SAMN05151353,347165207,Hepatic endoderm 2,GEO,public,"""sra_run.zq_fastq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782259,GSM2170657,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170657,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555466,RNA-Seq,200,708120000,PRJNA322308,SAMN05151354,583652729,Hepatic endoderm 2,GEO,public,"""run.zq_fastq_sra""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782260,GSM2170658,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170658,iPSC line TkDA3-4,SRP075475,2016-05-20T14:24:00Z,1
SRR3555467,RNA-Seq,200,433654600,PRJNA322308,SAMN05151355,355026954,Hepatic endoderm 2,GEO,public,"""run.zq_sra_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782261,GSM2170659,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170659,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555468,RNA-Seq,200,725831600,PRJNA322308,SAMN05151356,599778032,Hepatic endoderm 2,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782262,GSM2170660,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170660,iPSC line TkDA3-4,SRP075475,2016-05-20T14:24:00Z,1
SRR3555469,RNA-Seq,200,506640600,PRJNA322308,SAMN05151357,416634775,Hepatic endoderm 2,GEO,public,"""fastq_sra_run.zq""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782263,GSM2170661,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170661,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
SRR3555470,RNA-Seq,200,506859000,PRJNA322308,SAMN05151358,422778735,Hepatic endoderm 2,GEO,public,"""sra_run.zq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782264,GSM2170662,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170662,iPSC line TkDA3-4,SRP075475,2016-05-20T14:23:00Z,1
